,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
0,2022-07-20 23:05:46+00:00,https://twitter.com/Thoby__/status/1549893355387207681,Thoby__,Twitter Web App,Wherever you want me to be.,"I started learning Power BI through #NG30DaysOfLearning and here is my capstone project.
It is fully documented on Github and can be accessed via: https://t.co/nYW9XpU7Nu https://t.co/lVgI4bL3Ks",0,0,0,0
1,2022-07-20 22:01:56+00:00,https://twitter.com/AbdgafarYusuf/status/1549877290561060865,AbdgafarYusuf,Twitter for Android,,"My submission for the #NG30DaysOfLearning Capstone project.
@TheOyinbooke 
Documentation: https://t.co/NXh7zAzdxz https://t.co/ablYUSsUHY",1,0,0,0
2,2022-07-20 21:55:12+00:00,https://twitter.com/Olaoluwa__Mercy/status/1549875598268547074,Olaoluwa__Mercy,Twitter for Android,Ile-Ife,"#30daysoflearning
Capstone Project: Airline delay Analysis

GitHub
https://t.co/CgllDQ5IF9

interact with the dashboard here: https://t.co/N3K5w9ryuo

I'll really appreciate reviews n corrections
@TheOyinbooke  @addy_xls 
@jessica_xls  @DavidAbu_ 
@Alexa_Ighodaro @PauloDaguvnor https://t.co/DXltraAKLL",3,1,0,1
3,2022-07-20 21:30:34+00:00,https://twitter.com/Adebayo17108247/status/1549869399238131715,Adebayo17108247,Twitter for Android,Lagos,"#30daysoflearning #100DaysOfCode 
I won't be able to continue with posting my learning process due to some issue that are beyond my power. 

But will be back.....💪💪💪",3,1,0,1
4,2022-07-20 21:17:53+00:00,https://twitter.com/Olaoluwa__Mercy/status/1549866206236131329,Olaoluwa__Mercy,Twitter for Android,Ile-Ife,"#30daysoflearning
30 days don reach ooo😩😩😩
Capstone project 🤝🤝🤝🤝
Deadline is today and I never submit 😕😕.
NEPA and  national grid did my yeye😒😕😒😕

I've done one or two already sha🌚
Make I submit laidat😭😭",2,0,0,0
5,2022-07-20 20:39:06+00:00,https://twitter.com/This_Rukayat/status/1549856446078132234,This_Rukayat,Twitter for Android,,"I activated Azure for student credit and I enroll for Cloud skill challenge.
Thanks to the amazing Mentors 
@TheOyinbooke @japhletnwamu @CinnamonXi 
#30daysoflearning 
#DataAnalytics",4,1,0,0
6,2022-07-20 20:31:56+00:00,https://twitter.com/Mayor_of_Data/status/1549854644918157313,Mayor_of_Data,Twitter Web App,,"Here is my capstone project for the #NG30DAYSOFLEARNING You can read up on it at:
https://t.co/SGrgnk7ll0 https://t.co/HIMrIrK5y1",0,0,0,0
7,2022-07-20 19:00:08+00:00,https://twitter.com/SarikaPurohit5/status/1549831542691831809,SarikaPurohit5,Twitter Web App,,"Day 4 of #30Daysofcode with 
@geeky01adarsh

Today, I learned about Adding Images, fonts, buttons in login page . Also faced some issues while debugging and resolved it!🥳🔥

#30daysoflearning #flutterdev #flutter https://t.co/TDtLcYCoHT",2,1,0,0
8,2022-07-20 18:35:30+00:00,https://twitter.com/ethicsBot_/status/1549825343426527236,ethicsBot_,ethicsBot,Brasil,"Dia 2 de #30daysoflearning Data Analytics.

Aprendeu sobre viés de dados, tipos de viés, ética de dados e aspectos da ética de dados

#DataAnalytics #DataScience #Database #GoogleData https://t.co/FMNOCqtW0U",1,1,0,0
9,2022-07-20 18:35:24+00:00,https://twitter.com/AinaOluwatobi11/status/1549825316591394817,AinaOluwatobi11,Twitter for Android,,"Day 2 of #30daysoflearning Data Analytics.

Learnt about Data bias, Types of bias, Data Ethics and aspect of data ethics 

#DataAnalytics #DataScience #Database #GoogleData",3,3,1,0
10,2022-07-20 18:23:54+00:00,https://twitter.com/This_Rukayat/status/1549822423771619328,This_Rukayat,Twitter for Android,,I am just starting my learning at #30daysoflearning on the track Data Analysis and yes I will be documenting my progress here 💃💃,1,0,0,0
11,2022-07-20 18:17:33+00:00,https://twitter.com/EhinmetanSerah/status/1549820825569792002,EhinmetanSerah,Twitter for Android,,"Submission for the #NG30DaysOfLearning capstone project using PowerBi.Documentation here https://t.co/1jD6bIIMl3. A big thanks to @TheOyinbooke for this great opportunity.All reviews will be highly appreciated,#dataviz,#Datafam #PowerBI. @OlugbamiJoseph ,@AhmedOyelowo,@DavidAbu_ https://t.co/Zsri1nHqKo",5,0,0,1
12,2022-07-20 17:54:40+00:00,https://twitter.com/_OliSir/status/1549815065255239687,_OliSir,Twitter for Android,"Lagos, Nigeria","See fine fine viz everywhere. Omo....
#30DaysOfLearning 
#PowerBi
#CapstoneProject",0,0,0,0
13,2022-07-20 17:38:40+00:00,https://twitter.com/OluwasonaPa/status/1549811037943353350,OluwasonaPa,Twitter for Android,Data Space,"This is the link to the documentation for the capstone project: https://t.co/LYcbmMLw39

#30daysoflearning #dataviz #DataFam https://t.co/Uw2IwjddO9 https://t.co/4LkyG4xJxm",1,0,0,0
14,2022-07-20 17:30:47+00:00,https://twitter.com/ZaynabKareem2/status/1549809053383237637,ZaynabKareem2,Twitter for Android,,Long time no #NG30DaysOfLearning 😶,1,0,0,0
15,2022-07-20 17:23:30+00:00,https://twitter.com/GbemiAdekoya/status/1549807221445369856,GbemiAdekoya,Twitter for Android,"Lagos, Nigeria","In June, I started learning Power BI with #30daysoflearning organized by @TheOyinbooke
This is my Capstone Project. We were asked to analyse a dataset from kaggle about airplane crashes and tell a visual story with it.
Posting two so you can see the effect of colors. https://t.co/3EU2rvnW4y",32,5,1,7
16,2022-07-20 17:04:42+00:00,https://twitter.com/VickyOyeshide/status/1549802493256818688,VickyOyeshide,Twitter for Android,,"I'm so happy I'm learning, even amidst asuu strike 🙂. Thanks to @TheOyinbooke who organized
 @30daysoflearning powerbi . Finally,have been able to put what I have learnt into practice 😊. Kindly help review and comment on my work 😌
https://t.co/kGOxOIGTKH
#30daysoflearning https://t.co/Zqeq3ADIDe",0,0,0,0
17,2022-07-20 17:03:41+00:00,https://twitter.com/thebenjamin1st/status/1549802237328769027,thebenjamin1st,Twitter Web App,,"@mamazfavourite @TheOyinbooke @Alexa_Ighodaro @saltypip @jessica_xls @DavidAbu_ Great viz! the purpose of a viz is for a layman to understand which is awesomely visualized. Also, the documentation is well detailed and documented..keep up the good work. #NG30DaysOfLearning",1,0,0,0
18,2022-07-20 16:34:10+00:00,https://twitter.com/AbdullahiYinus3/status/1549794807811284993,AbdullahiYinus3,Twitter for Android,"Lagos, Nigeria","Project submission for #30daysoflearning
It's been great learning and building on Powerbi this past month. I've gone from zero in powerbi to a little competency . Documentation on GitHub https://t.co/pZeBh9Q79O Thank you for the opportunity @TheOyinbooke https://t.co/o7w1fc0cu4 https://t.co/rZ6sLx67Xj",6,1,0,0
19,2022-07-20 16:19:18+00:00,https://twitter.com/tholar_gold/status/1549791066605457409,tholar_gold,Twitter for Android,"Lagos, Nigeria","DAY 5
Watched the recorded session on ""A Day in the life of a Data Analyst"",
I learnt the soft skills needed as a data analyst.They include: Communication &amp; Presentation skills,Curiosity,Domain Knowledge,Stakeholder Management,Ownership Mindset
Business Value
#NG30DaysOfLearning",1,0,0,0
20,2022-07-20 16:08:36+00:00,https://twitter.com/tholar_gold/status/1549788371492507648,tholar_gold,Twitter for Android,"Lagos, Nigeria","DAY 4
Learnt how:
Power BI integrates into M365 apps(Microsoft Teams, Sharepoint list &amp; Powerpoint).
To create a list, load excel files, and integrate the data to Power BI.
To embed Power BI into MS PowerPoint
#NG30DaysOfLearning #data",2,0,0,1
21,2022-07-20 15:50:33+00:00,https://twitter.com/debunmiT/status/1549783832517304321,debunmiT,Twitter for Android,,"Showing my mentors what I can do with what I have learnt @TheOyinbooke Capstone Project: Airplane crash Analysis for year 1908-2019. #NG30DaysOfLearning
Main dataset given was to 2009,took a step further and got dataset till 2019
Link to documentation https://t.co/oOMfzMyU0q https://t.co/CKso0SrWIw",84,14,0,6
22,2022-07-20 15:28:55+00:00,https://twitter.com/ZionDoz/status/1549778386775674881,ZionDoz,Twitter for Android,Nigeria,"This is my capstone project which is also my third Project with Microsoft #NG30DaysOfLearning
,This is the  link to the documentation : https://t.co/OPUnEhdDF2",1,1,0,0
23,2022-07-20 15:24:30+00:00,https://twitter.com/ZionDoz/status/1549777274530062338,ZionDoz,Twitter Web App,Nigeria,"It has been an awesome experience so far with Microsoft #NG30DaysOfLearning ,It was like the 30Days shouldn't end. I say a big Thank you to @TheOyinbooke @jessica_xls @PauloDaguvnor @DavidAbu_ @GiftOjeabulu_ @Alexa_Ighodaro @Zionbonzo and the data family #30DaysofLearning. https://t.co/neLWlqmLGG",21,7,0,6
24,2022-07-20 14:31:08+00:00,https://twitter.com/mamazfavourite/status/1549763845408935938,mamazfavourite,Twitter for iPhone,"Lagos, Nigeria","My submission for the #NG30DaysOfLearning capstone project using PowerBi. All reviews will be highly appreciated. 🙏

@TheOyinbooke @Alexa_Ighodaro @saltypip @jessica_xls @DavidAbu_ 

Documentation: https://t.co/v5ExWDlpeZ https://t.co/YQMRbIzCmS",34,6,0,5
25,2022-07-20 13:48:17+00:00,https://twitter.com/AbdullahiYinus3/status/1549753061563895810,AbdullahiYinus3,Twitter for Android,"Lagos, Nigeria",@asmith83 Thanks to @TheOyinbooke this is looking normal to me😂😂 #30daysoflearning,0,0,0,0
26,2022-07-20 09:04:42+00:00,https://twitter.com/japhletnwamu/status/1549681693984014336,japhletnwamu,Twitter for Android,"Edo, Nigeria","Guess what? We've updated the Power Platform curriculum for #30DaysOfLearning so you can utilize it anytime anyday.

Best part is your 30days can now begin whenever you want. Check it out here https://t.co/gap7VgyPOd.

@lee_stott @TheOyinbooke @aprildunnam @DavidAbu_ @John_Papa",29,17,0,2
27,2022-07-20 09:00:09+00:00,https://twitter.com/jessica_xls/status/1549680549274550273,jessica_xls,Twitter for iPhone,"Toronto, Ontario",@kwabzmann I know of a few in Nigeria like @PrepsNg @dataleum &amp;  @TheOyinbooke is also hosting #NG30DaysOfLearning for students. They can also learn on Udemy too. Numerous courses available there.,22,5,0,2
28,2022-07-20 08:32:17+00:00,https://twitter.com/ZileOrganics/status/1549673538558328833,ZileOrganics,Twitter for iPhone,"Dublin, Ireland",Set a reminder for my upcoming Space! https://t.co/1NxsbQwm5m #tomorrow we continue our #30daysoflearning in our #30daymeditationchallenge. Tune in #askwithzile #meditation #transformation2022 #unconditionallove ❤️💙🧡💚💛💜💖,1,0,0,0
29,2022-07-20 06:35:59+00:00,https://twitter.com/AyeshZaynab/status/1549644270491127809,AyeshZaynab,Twitter Web App,"Bahawalpur, Pakistan","Capstone Project 
Title: AIRLINE DELAY ANALYSIS
Complete project with Report, Insights and Dashboard is documented on GitHub. 
https://t.co/DJQxVGBEj0
Open to corrections.
#NG30DaysOfLearning  #30daysoflearning 
@TheOyinbooke @its_royalgold @AhmedOyelowo #DataAnalytics #PowerBI https://t.co/uqFvBFr0BO",5,2,0,0
30,2022-07-20 03:24:25+00:00,https://twitter.com/Suleimanmary1/status/1549596059088846848,Suleimanmary1,Twitter for Android,"Kogi, Nigeria","My first project post on twitter, it was a nice experience working on this project. #30daysoflearning capstone on Airline Delay. A link to the documentation. 
https://t.co/b3nCz0rzhK
I'll be grateful for your corrections. 
@TheOyinbooke
@jessica_xls
@PauloDaguvnor 
@addy_xls https://t.co/8XkOLnkitH",3,1,0,0
31,2022-07-20 02:32:25+00:00,https://twitter.com/datacyborg/status/1549582973795704833,datacyborg,Twitter for iPhone,,Sneak peek into my #30daysoflearning capstone project. I worked with the airplane crashes and fatalities since 1908 dataset. Documentation on GitHub coming. @TheOyinbooke @unstoppable_tp @deborah_elohor @jessica_xls please I would love your insights.,13,3,0,2
32,2022-07-20 02:02:00+00:00,https://twitter.com/yemocute001/status/1549575319023226880,yemocute001,Twitter for Android,"Ibadan, Nigeria","My capstone project submission on Airplane Crashes and Fatalities (since 1908-2009). The Data was cleaned, transformed and Visualized using Power BI

Documentation is here👇 https://t.co/nvHXxGqRAg
Do well to give review, Thanks😁
#30daysoflearning @TheOyinbooke #EverythingData https://t.co/90BqBM8RkU",5,2,0,0
33,2022-07-19 23:39:14+00:00,https://twitter.com/Ajani_oyesiji/status/1549539391541895168,Ajani_oyesiji,Twitter for Android,"Lagos, Nigeria","There is no purpose for learning, if it will not be put into practice or use and this is what brought about our capstone project from our #30daysoflearning classes, This is the documentation of my project on GitHub.
https://t.co/f4cs4jvwjN https://t.co/IKqjijOpHX",0,0,0,0
34,2022-07-19 23:16:37+00:00,https://twitter.com/poetrineer/status/1549533697879298054,poetrineer,Twitter for Android,,"Today I'm super glad, that after the hustle, the frustrations faced dieto PC issues, electricity and all giants that to halt my #NG30DaysOfLearning journey, I overcame....abi.. I HAVE OVERCOME!

This is a thread of my Capstone Project and I'M PLEADNG FOR CORRECTIONS 🙂🙏",1,0,0,1
35,2022-07-19 22:58:35+00:00,https://twitter.com/Olaoluwa__Mercy/status/1549529160682438659,Olaoluwa__Mercy,Twitter for Android,Ile-Ife,"#30daysoflearning
@TheOyinbooke
Cloud skill challenge
Lab 07&amp;08: Design a report in power Bi

 I  designed a 3 page power BI report.
Learnt about the bookmark n selecti feature.
Uses bookmark+selection+button
And yes, I learnt about drill throughs too
Finally, I published it. https://t.co/RH5slwvo64",1,1,0,1
36,2022-07-19 22:55:32+00:00,https://twitter.com/Ajani_oyesiji/status/1549528393796009986,Ajani_oyesiji,Twitter for Android,"Lagos, Nigeria","DAY5 of #45DaysofPersonalDevelopment.
I'm sorry this update is coming this late, it occurs this way due to my tight schedule today, let me jump into what I've added to my knowledge today.
I was able to complete my #30daysoflearning capstone project today,",2,0,0,1
37,2022-07-19 22:51:42+00:00,https://twitter.com/festus_O_idowu/status/1549527430116802563,festus_O_idowu,Twitter for Android,Akure,"Though the submission deadline is past, I just have to put this here.

Comments and criticisms are welcomed.

The project was deployed using Streamlit.

Thanks.

#100DaysOfCode #30DaysOfLearning",2,3,0,0
38,2022-07-19 22:39:51+00:00,https://twitter.com/_Elemawusi/status/1549524445160775680,_Elemawusi,Twitter for Android,"Lagos, Nigeria","I analysed the data set on Air Crashes &amp; Fatality between 1908 to 2009 as my Capstone project for the #NG30DaysOfLearning program.
This is the link to my documentation https://t.co/BzvCodYKsx
Please I am open for review
@TheOyinbooke  @_AllAboutData https://t.co/VVQuSf0zyH",12,5,0,0
39,2022-07-19 22:37:59+00:00,https://twitter.com/festus_O_idowu/status/1549523978238263296,festus_O_idowu,Twitter Web App,Akure,"After the #30DaysOfLearning with @TheOyinbooke @japhletnwamu @BethanyJep  a capstone project was worked on.

Capstone project: Building a Movie Recommender System.

https://t.co/nzhlwTb4YO",6,2,0,0
40,2022-07-19 22:00:51+00:00,https://twitter.com/Moyin2_/status/1549514630699143170,Moyin2_,Twitter for Android,"Lagos, Nigeria","Day 14of #100DaysOfCode 
Learnt how to create responsive forms and website with the flexible layout box model(CSS Flex box).
Did more of learning today because, my phone is in a tight spot 😐.
#SoftwareDeveloper #30daysoflearning #webdev",8,3,0,2
41,2022-07-19 21:19:32+00:00,https://twitter.com/Olaoluwa__Mercy/status/1549504235796062209,Olaoluwa__Mercy,Twitter for Android,Ile-Ife,"#30daysoflearning
Submission of this capstone project is tomorrow
Report I never finish
Documentation I never do 😒😒😭😩😩

And my eyes don dey close laidis😩😕😕

I hearby request for deadline extension 😭😭",2,0,0,0
42,2022-07-19 20:28:45+00:00,https://twitter.com/Adebayo17108247/status/1549491452555714561,Adebayo17108247,Twitter for Android,Lagos,"Day 19 #30daysoflearning #100daysofcode
I got an emergency project that I will be working on for the rest of the month.

I will be Creating a GUI using Winforms .NET C# with Arduino communication. 

The challenge here is that every tutorial I see are very old like 7 year or 8. https://t.co/h21gHG0FyR",6,5,0,1
43,2022-07-19 18:58:28+00:00,https://twitter.com/SarikaPurohit5/status/1549468734078713863,SarikaPurohit5,Twitter Web App,,"Day 1 of #30Daysofcode with @geeky01adarsh 

Today, I learned about theme, methods, functions in dart, also I learned one new color name during making my app colorful.🥳🔥

#30daysoflearning #flutter https://t.co/OWNkA4qU6u",1,2,0,0
44,2022-07-19 18:19:19+00:00,https://twitter.com/seyiii__/status/1549458881616683009,seyiii__,Twitter for Android,,"My 3rd project is an analysis of flight delay with Power BI. Let me know what you think.
Also very much open to corrections.
@jessica_xls @TheOyinbooke @PauloDaguvnor @DavidAbu_ @GiftOjeabulu_ @Alexa_Ighodaro 
#NG30DaysofLearning #30DaysofLearning. https://t.co/sAH0UtoPtV",254,32,4,14
45,2022-07-19 17:49:01+00:00,https://twitter.com/AbhiTfi/status/1549451256359702528,AbhiTfi,Twitter Web App,"Srikakulam, India",Hello all completed my #Day8 on  favourite places Layout using #bootstrap #html5 #css #cssflexbox . #ccbp #ccbpian #nxtwave #codingchallenge #codinglife #ccbpacademy #rahulattuluri #1hourfcode #30Daysofcode #30daysoflearning @nxtwave_tech  #highpaidjobs #LinkedIn https://t.co/UAW073jbIi,12,2,0,0
46,2022-07-19 17:04:18+00:00,https://twitter.com/Datcattt/status/1549440002421133313,Datcattt,Twitter for Android,,"Day 5 of drawing every day kinda

I've been kinda busy with college and i tend to forget to upload these lmao, but today i drew a open box and a chest inspired by the weird tall dark souls chests.

#sketches #30daysoflearning #artmoots #traditionalart https://t.co/2gPBvtQ2AJ",9,0,0,0
47,2022-07-19 15:55:49+00:00,https://twitter.com/Olaoluwa__Mercy/status/1549422769473028096,Olaoluwa__Mercy,Twitter for Android,Ile-Ife,"#30daysoflearning 
Cloudskill challenge labs&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;",0,0,0,0
48,2022-07-19 13:22:03+00:00,https://twitter.com/Zuba6Zubair/status/1549384069829599236,Zuba6Zubair,Twitter for Android,Nigeria,"Today I earned my ""Perform analytics in Power BI "" badge! I’m so proud to be celebrating this achievement and hope this inspires you to start your own @MicrosoftLearn journey! #30daysoflearning

 https://t.co/QpT9baBH1t #MSLearnBadge",1,1,0,0
49,2022-07-19 12:46:00+00:00,https://twitter.com/TheOyinbooke/status/1549374999798104064,TheOyinbooke,Twitter Web App,Nigeria,"If you are taking the 30 Days of Learning, you should have at least 6 Power BI projects properly documented on GitHub. 
Don't just take the classes, do the projects, and document them, you will be super proud of what you have at the end.
#30DaysOfLearning
https://t.co/3CFH5OUArB",151,39,1,5
50,2022-07-19 11:42:02+00:00,https://twitter.com/Temivc/status/1549358902889910274,Temivc,Twitter for Android,"Federal Capital Territory, Nig","https://t.co/3HbNQ7MPbK
#NG30DaysOfLearning",0,0,0,0
51,2022-07-19 10:00:01+00:00,https://twitter.com/ADENIYIJUSTONE/status/1549333226379943937,ADENIYIJUSTONE,Twitter Web App,"Oyo, Nigeria","Thanks to the team behind #NG30DaysOfLearning .
This is my capstone project and I will love feedback from twitter community mostly on area to improve.
GitHub Link: https://t.co/evfueproNt
@TheOyinbooke 
@jessica_xls 
@AhmedOyelowo 
@DataJayInTech https://t.co/nZZU7F2B2S",1,0,0,0
52,2022-07-19 09:07:36+00:00,https://twitter.com/ItsRuthjebet/status/1549320038884298753,ItsRuthjebet,Twitter for Android,"Eldoret, Kenya","When you dint trust your code but its working 🥳🥳😂😂I added firebase storage to my signature app and can save signatures as png files 
#flutterdev
#30daysoflearning Day 8
#flutter https://t.co/A2TsdaVJ6K",17,1,0,0
53,2022-07-19 08:48:39+00:00,https://twitter.com/AinaOluwatobi11/status/1549315266441609216,AinaOluwatobi11,Twitter for Android,,"Day 1 of #30daysoflearning Data Analytics. 

1. Started Course 3 of the Google Data Analytics Professional Certificate. 

2. Learn about Data structure, data type &amp; Data modelling 

3. I revisited by abandoned Kaggle account to set up my profile.

#DataAnalytics #DataScience",5,2,0,0
54,2022-07-19 06:06:14+00:00,https://twitter.com/AlaribeDaniel/status/1549274393024536578,AlaribeDaniel,Twitter for Android,,"Data modelling :This process is done by defining and creating relationships between the tables making it easy working with multiple tables.
#30daysoflearning #NG30DaysOfLearning #DataAnalytics #data #Datavisualization",1,1,0,0
55,2022-07-19 04:37:10+00:00,https://twitter.com/OluwasonaPa/status/1549251978483597312,OluwasonaPa,Twitter Web App,Data Space,"#30daysoflearning Capstone Project on the analysis of Airplane Crash from 1908 -2009. Data cleaning and manipulation was carried out using Excel while Power BI was used for Data Visualization.
@TheOyinbooke thank you for this opportunity.
#datafam #DataAnalytics #  #dataviz https://t.co/a1EXdGIrBQ",33,7,1,2
56,2022-07-19 03:59:17+00:00,https://twitter.com/unstoppable_tp/status/1549242445145280512,unstoppable_tp,Twitter Web App,"Ekiti, Nigeria","#NG30daysOfLearning Day 4⚡️
I learnt how to build a dashboard on #PowerBI with one click and embed it into #PowerPoint for reports🥰😍.
#NG30daysoflearning
#30daysoflearning https://t.co/T1mPsc3IyC",2,1,0,0
57,2022-07-19 03:47:00+00:00,https://twitter.com/unstoppable_tp/status/1549239355193151489,unstoppable_tp,Twitter Web App,"Ekiti, Nigeria","#NG30daysOfLearning Day 3⚡️
Building of Dashboard with #MS #Excel.
I finally got my Covid-19 dashboard done and documented. Thanks to @TheOyinbooke  @addy_xls , @Zionbonzo , @zeezu004 , @DAAXRasheed and others too.
https://t.co/o0RuKPhInd
Comments and reviews please
@jessica_xls https://t.co/VeW8IxGEF7",3,1,0,1
58,2022-07-19 01:07:48+00:00,https://twitter.com/realpromise_/status/1549199292212170752,realpromise_,Twitter Web App,"Rivers, Nigeria",My submission for the #30daysoflearning project. https://t.co/V3nxLrsan7 @TheOyinbooke https://t.co/uXh7blg3tW,1,0,0,0
59,2022-07-19 00:24:56+00:00,https://twitter.com/CY_NOR/status/1549188503455539200,CY_NOR,Twitter for iPhone,Kingdom of saudi Arabia,DAY 1 of #30daysoflearning https://t.co/mOoPKqNkMT,1,0,0,0
60,2022-07-19 00:21:32+00:00,https://twitter.com/PJEnterprises3/status/1549187647314223104,PJEnterprises3,Twitter for Android,,"#30daysoflearning #DataAnalytics This is my capstone project , I enjoyed working with the data, I was able to learn about the celebrities that dead in plane crashes and the cause of their death.
https://t.co/bBPupkao8e
@TheOyinbooke @japhletnwamu @Microsoft  @jessica_xls https://t.co/1evFeiMtlb",2,0,0,0
61,2022-07-18 23:45:45+00:00,https://twitter.com/_globalsmile/status/1549178643984879618,_globalsmile,Twitter Web App,,"@TheOyinbooke Can't sleep, have to finish this project! 
#ng30daysoflearning",2,0,0,0
62,2022-07-18 22:51:39+00:00,https://twitter.com/chukwuwike_ceph/status/1549165029211136003,chukwuwike_ceph,Twitter Web App,Nigeria,"Here is a feel of what a page of the report looks like
#30daysoflearning #NG30DaysOfLearning https://t.co/NFC8GjdYA6",3,1,0,0
63,2022-07-18 21:27:39+00:00,https://twitter.com/Zuba6Zubair/status/1549143890204172288,Zuba6Zubair,Twitter for Android,Nigeria,@kanurishuwagirl @AzmanAir @TheOyinbooke I think we need to run an analysis of flight delays in Nigeria too and also public sentiment for our continuous #30daysoflearning,0,0,0,0
64,2022-07-18 21:16:36+00:00,https://twitter.com/Zuba6Zubair/status/1549141106855710725,Zuba6Zubair,Twitter for Android,Nigeria,"Yayy!
Finally, after much work, I have finally completed my #30daysoflearning capstone #project.
Amidst all the busy schedule, Eid celebrations, part-time job, and no functional laptop of my own, I was still able to finish on time. Please visit the link below for documentation https://t.co/UdLKvSMPTw",8,0,2,1
65,2022-07-18 21:03:32+00:00,https://twitter.com/Ajani_oyesiji/status/1549137819737669634,Ajani_oyesiji,Twitter for Android,"Lagos, Nigeria","Meet me here tomorrow and see what I have added to my knowledge.
And before I go, here is the report and dashboard I created today for the #30daysoflearning capstone project https://t.co/HiA8rNhHQT",2,2,0,0
66,2022-07-18 21:03:12+00:00,https://twitter.com/Ajani_oyesiji/status/1549137735990009860,Ajani_oyesiji,Twitter for Android,"Lagos, Nigeria","I had to welcome back my system by creating a Report on Airline, which was the task giving to us as capstone project for #30daysoflearning, I didn't stop there, I also made sure I completed the module 4 of Microsoft Cloud Skill challenge today, which talk about Power Query
2/",1,0,0,1
67,2022-07-18 18:41:03+00:00,https://twitter.com/SarikaPurohit5/status/1549101964432384000,SarikaPurohit5,Twitter Web App,,"Day 1 of #30Daysofcode with @geeky01adarsh 

Today, I learned some basic mistakes to avoid during code in dart!! I have Learned datatypes in flutter.

#30daysoflearning #flutter https://t.co/piL98tfOdp",3,1,0,0
68,2022-07-18 17:52:12+00:00,https://twitter.com/AbhiTfi/status/1549089671275507712,AbhiTfi,Twitter Web App,"Srikakulam, India",Hello all completed my #Day7  on  favourite places Layout using #bootstrap #html5 #css #cssflexbox . #ccbp #ccbpian #nxtwave #codingchallenge #codinglife #ccbpacademy #rahulattuluri #1hourfcode #30Daysofcode #30daysoflearning @nxtwave_tech  #highpaidjobs #LinkedIn https://t.co/IvBlP1JZGJ,9,2,0,0
69,2022-07-18 17:10:06+00:00,https://twitter.com/Adebayo17108247/status/1549079075913867264,Adebayo17108247,Twitter for Android,Lagos,"Day 18  #30daysoflearning #100DaysOfCode
I tired to figure out some key concept I need to know in Dart before taking up my next project.  and also setting up my space",15,9,0,1
70,2022-07-18 14:21:27+00:00,https://twitter.com/codad5_/status/1549036634121056257,codad5_,Twitter for Android,Warri Nigeria,"Starting a #30Daysofcode and #30daysoflearning .

I will be learning Typescript so that I can be able to build better and safer application. 

Wish me #success",0,1,0,0
71,2022-07-18 12:50:15+00:00,https://twitter.com/CZornette/status/1549013681408704515,CZornette,Twitter Web App,,"#30daysoflearning started.
I'll be focus on different things.
1. Web Dev
2. Blockchain comprehension and development
3. Logo Making and Designing 

All of these target freelancing to make my first benefits.",1,1,0,0
72,2022-07-18 12:22:53+00:00,https://twitter.com/Mariam_nife/status/1549006795418615809,Mariam_nife,Twitter for Android,Lagos,"#30DaysOfLearning Capstone project

Airline delay dataset was used to provide insight into the whole flight experience and how the flight delay experience has been in the past?
https://t.co/QrnvVtTk23

@TheOyinbooke @PauloDaguvnor @TheRealMasud @_Agboolaabisola
@AhmedOyelowo https://t.co/kMQ08SPR7c",4,3,0,0
73,2022-07-18 09:27:27+00:00,https://twitter.com/Osinkoluolufemi/status/1548962646174666754,Osinkoluolufemi,Twitter for Android,,"#30daysoflearning was awesome, I was able to learn a lot &amp; peek into the 3 modules, it's cool that lessons are on-demand, and always available. I'll be dropping my notes &amp; projects in my repo: https://t.co/sKZwSBMB03
Next is project, project, project.....😅
 @TheOyinbooke",6,1,0,0
74,2022-07-18 09:24:41+00:00,https://twitter.com/_Prom_C/status/1548961947403575296,_Prom_C,Twitter for Android,,"Here's my entry for the #NG30DaysOfLearning #30daysoflearning capstone project. 
@TheOyinbooke 
Your reviews and criticisms about this report are highly welcomed.
Meanwhile, I had so much fun doing this 😅 https://t.co/Qd8XoOgpxx",6,1,0,0
75,2022-07-18 08:17:35+00:00,https://twitter.com/Moses_ammy/status/1548945061311823872,Moses_ammy,Twitter for iPhone,"Lagos, Nigeria","My capstone project submission 

#NG30DaysOfLearning 
@TheOyinbooke https://t.co/YO9aGhf8j6",13,5,0,1
76,2022-07-18 07:31:24+00:00,https://twitter.com/AinaOluwatobi11/status/1548933440363438080,AinaOluwatobi11,Twitter for Android,,I'm starting #30daysoflearning today. I'm exited about it already 😉,3,0,0,2
77,2022-07-18 06:56:40+00:00,https://twitter.com/EhinmetanSerah/status/1548924699740180483,EhinmetanSerah,Twitter for Android,,"#NG30DaysOfLearning
DAY 2
learning Continue.......
I learn how to :
Source for open source datasets from different websites
Load datasets from the web into Excel
Use Power Query Editor in Excel to Merge and Transform data
@TheOyinbooke",1,0,0,0
78,2022-07-18 06:51:17+00:00,https://twitter.com/EhinmetanSerah/status/1548923343809773568,EhinmetanSerah,Twitter for Android,,"Better late than never. Here's the github repository I created for my day 1 of the #NG30DaysOfLearning 
#30daysoflearning 
GitHub - Ehinmetan/Ehinmetan-serah-baby-step-in-data-analytics
@TheOyinbooke",3,0,0,0
